datetime,school,category,active_cases,total_positive_cases,probable_cases,resolved
20201130130325,HMS-FWA,students,2,38,0,36
20201130130325,NGES,students,1,17,0,16
20201130130325,GES,students,0,18,0,18
20201130130325,GMS,students,2,22,0,20
20201130130325,HHS,students,3,50,0,47
20201130130325,HES,students,3,17,0,14
20201130130325,HMS-FWA,staff,0,16,0,16
20201130130325,NGES,staff,1,6,0,5
20201130130325,GES,staff,0,11,0,11
20201130130325,GMS,staff,1,5,0,4
20201130130325,HHS,staff,1,18,0,17
20201130130325,HES,staff,0,12,0,12
